date,brand,Product Line,size,presentation,sales
24/06/2023,Producto 24,Ale,24,Can,"$3,038.48 "
24/06/2023,Producto 5,Variety,12,Bottle,"$4,574.07 "
24/06/2023,Producto 7,Main,12,Can,"$7,237.92 "
24/06/2023,Producto 3,lager,1,Bottle,$39.84 
24/06/2023,Producto 1,Light,12,Can,$23.98 
24/06/2023,Producto 10,lager,12,Bottle,$958.33 
24/06/2023,Producto 18,Variety,6,Bottle,$33.46 
24/06/2023,Producto 17,Variety,12,Can,"$1,470.06 "
24/06/2023,Producto 9,Main,12,Bottle,"$10,247.24 "
24/06/2023,Producto 4,IPA,18,Can,"$1,347.36 "
24/06/2023,Producto 23,Light,6,Can,"$1,451.53 "
24/06/2023,Producto 6,Ale,6,Bottle,"$5,916.80 "
25/06/2023,Producto 4,IPA,18,Can,"$1,266.40 "
25/06/2023,Producto 18,Variety,6,Bottle,$10.99 
25/06/2023,Producto 9,Main,12,Bottle,"$7,171.13 "
25/06/2023,Producto 3,lager,1,Bottle,$19.92 
25/06/2023,Producto 5,Variety,12,Bottle,"$3,019.57 "
25/06/2023,Producto 1,Light,12,Can,$53.97 
25/06/2023,Producto 10,lager,12,Bottle,$688.53 
25/06/2023,Producto 14,lager,6,Bottle,"$2,735.13 "
25/06/2023,Producto 6,Ale,6,Bottle,"$4,472.66 "
25/06/2023,Producto 7,Main,12,Can,"$4,238.10 "
25/06/2023,Producto 16,Variety,6,Can,$9.99 
25/06/2023,Producto 23,Light,6,Can,"$1,448.80 "
25/06/2023,Producto 17,Variety,12,Can,"$1,156.27 "
25/06/2023,Producto 24,Ale,24,Can,"$2,358.82 "
26/06/2023,Producto 10,lager,12,Bottle,$651.54 
26/06/2023,Producto 1,Light,12,Can,$11.99 
26/06/2023,Producto 16,Variety,6,Can,$9.99 
26/06/2023,Producto 23,Light,6,Can,$969.57 
26/06/2023,Producto 5,Variety,12,Bottle,"$1,960.21 "
26/06/2023,Producto 3,lager,1,Bottle,$14.94 
26/06/2023,Producto 24,Ale,24,Can,"$1,299.35 "
26/06/2023,Producto 7,Main,12,Can,"$2,405.15 "
26/06/2023,Producto 4,IPA,18,Can,$987.53 
26/06/2023,Producto 14,lager,6,Bottle,"$1,360.68 "
26/06/2023,Producto 9,Main,12,Bottle,"$3,709.72 "
26/06/2023,Producto 18,Variety,6,Bottle,$10.99 
26/06/2023,Producto 6,Ale,6,Bottle,"$2,274.69 "
26/06/2023,Producto 17,Variety,12,Can,$546.65 
27/06/2023,Producto 10,lager,12,Bottle,$528.63 
27/06/2023,Producto 1,Light,12,Can,$53.96 
27/06/2023,Producto 7,Main,12,Can,"$2,353.66 "
27/06/2023,Producto 23,Light,6,Can,$797.90 
27/06/2023,Producto 14,lager,6,Bottle,"$1,617.36 "
27/06/2023,Producto 24,Ale,24,Can,"$1,199.40 "
27/06/2023,Producto 17,Variety,12,Can,$659.57 
27/06/2023,Producto 6,Ale,6,Bottle,"$2,524.61 "
27/06/2023,Producto 9,Main,12,Bottle,"$4,143.41 "
27/06/2023,Producto 4,IPA,18,Can,$590.72 
27/06/2023,Producto 3,lager,1,Bottle,$19.92 
27/06/2023,Producto 5,Variety,12,Bottle,"$1,905.29 "
28/06/2023,Producto 9,Main,12,Bottle,"$5,405.73 "
28/06/2023,Producto 5,Variety,12,Bottle,"$2,115.61 "
28/06/2023,Producto 10,lager,12,Bottle,$435.71 
28/06/2023,Producto 1,Light,12,Can,$77.94 
28/06/2023,Producto 7,Main,12,Can,"$2,691.47 "
28/06/2023,Producto 17,Variety,12,Can,$689.55 
28/06/2023,Producto 3,lager,1,Bottle,$7.47 
28/06/2023,Producto 24,Ale,24,Can,"$1,565.22 "
28/06/2023,Producto 23,Light,6,Can,"$1,124.39 "
28/06/2023,Producto 14,lager,6,Bottle,"$2,038.67 "
28/06/2023,Producto 4,IPA,18,Can,$923.56 
28/06/2023,Producto 18,Variety,6,Bottle,$43.96 
28/06/2023,Producto 6,Ale,6,Bottle,"$2,872.49 "
29/06/2023,Producto 1,Light,12,Can,$53.96 
29/06/2023,Producto 23,Light,6,Can,"$1,350.48 "
29/06/2023,Producto 24,Ale,24,Can,"$2,218.89 "
29/06/2023,Producto 4,IPA,18,Can,"$1,645.22 "
29/06/2023,Producto 6,Ale,6,Bottle,"$3,219.62 "
29/06/2023,Producto 17,Variety,12,Can,$965.37 
29/06/2023,Producto 10,lager,12,Bottle,$676.49 
29/06/2023,Producto 5,Variety,12,Bottle,"$2,349.48 "
29/06/2023,Producto 9,Main,12,Bottle,"$6,581.93 "
29/06/2023,Producto 14,lager,6,Bottle,"$2,552.83 "
29/06/2023,Producto 7,Main,12,Can,"$4,311.54 "
29/06/2023,Producto 16,Variety,6,Can,$9.99 
29/06/2023,Producto 3,lager,1,Bottle,$27.39 
29/06/2023,Producto 18,Variety,6,Bottle,$10.99 
30/06/2023,Producto 9,Main,12,Bottle,"$13,336.87 "
30/06/2023,Producto 5,Variety,12,Bottle,"$4,831.98 "
30/06/2023,Producto 3,lager,1,Bottle,$2.49 
30/06/2023,Producto 4,IPA,18,Can,"$2,494.77 "
30/06/2023,Producto 6,Ale,6,Bottle,"$6,405.97 "
30/06/2023,Producto 24,Ale,24,Can,"$3,924.04 "
30/06/2023,Producto 10,lager,12,Bottle,"$1,233.18 "
30/06/2023,Producto 18,Variety,6,Bottle,$110.39 
30/06/2023,Producto 23,Light,6,Can,"$1,901.54 "
30/06/2023,Producto 14,lager,6,Bottle,"$3,251.81 "
30/06/2023,Producto 17,Variety,12,Can,"$1,939.75 "
30/06/2023,Producto 7,Main,12,Can,"$7,429.30 "
30/06/2023,Producto 1,Light,12,Can,$65.96 
30/06/2023,Producto 16,Variety,6,Can,$9.99 
1/7/2023,Producto 3,lager,1,Bottle,$14.94 
1/7/2023,Producto 7,Main,12,Can,"$8,365.79 "
1/7/2023,Producto 6,Ale,6,Bottle,"$7,143.19 "
1/7/2023,Producto 23,Light,6,Can,"$2,228.88 "
1/7/2023,Producto 10,lager,12,Bottle,"$1,565.97 "
1/7/2023,Producto 14,lager,6,Bottle,"$4,133.69 "
1/7/2023,Producto 24,Ale,24,Can,"$3,818.09 "
1/7/2023,Producto 17,Variety,12,Can,"$2,009.72 "
1/7/2023,Producto 4,IPA,18,Can,"$2,272.92 "
1/7/2023,Producto 18,Variety,6,Bottle,$38.96 
1/7/2023,Producto 1,Light,12,Can,$35.98 
1/7/2023,Producto 9,Main,12,Bottle,"$13,103.81 "
1/7/2023,Producto 5,Variety,12,Bottle,"$6,115.61 "
2/7/2023,Producto 6,Ale,6,Bottle,"$5,939.49 "
2/7/2023,Producto 9,Main,12,Bottle,"$10,054.40 "
2/7/2023,Producto 18,Variety,6,Bottle,$21.98 
2/7/2023,Producto 5,Variety,12,Bottle,"$5,131.76 "
2/7/2023,Producto 24,Ale,24,Can,"$3,873.06 "
2/7/2023,Producto 7,Main,12,Can,"$6,573.80 "
2/7/2023,Producto 4,IPA,18,Can,"$1,959.07 "
2/7/2023,Producto 14,lager,6,Bottle,"$3,556.50 "
2/7/2023,Producto 3,lager,1,Bottle,$19.92 
2/7/2023,Producto 17,Variety,12,Can,"$1,839.86 "
2/7/2023,Producto 1,Light,12,Can,$41.97 
2/7/2023,Producto 10,lager,12,Bottle,"$1,265.15 "
2/7/2023,Producto 23,Light,6,Can,"$1,686.78 "
3/7/2023,Producto 10,lager,12,Bottle,"$1,533.97 "
3/7/2023,Producto 3,lager,1,Bottle,$27.39 
3/7/2023,Producto 4,IPA,18,Can,"$2,761.69 "
3/7/2023,Producto 24,Ale,24,Can,"$4,749.63 "
3/7/2023,Producto 9,Main,12,Bottle,"$12,790.64 "
3/7/2023,Producto 5,Variety,12,Bottle,"$6,154.69 "
3/7/2023,Producto 23,Light,6,Can,"$2,149.69 "
3/7/2023,Producto 6,Ale,6,Bottle,"$7,169.78 "
3/7/2023,Producto 16,Variety,6,Can,$9.99 
3/7/2023,Producto 17,Variety,12,Can,"$2,009.71 "
3/7/2023,Producto 14,lager,6,Bottle,"$4,343.15 "
3/7/2023,Producto 7,Main,12,Can,"$8,595.67 "
3/7/2023,Producto 12,IPA,6,Bottle,$3.50 
3/7/2023,Producto 18,Variety,6,Bottle,$10.99 
3/7/2023,Producto 1,Light,12,Can,$35.98 
4/7/2023,Producto 23,Light,6,Can,"$2,751.15 "
4/7/2023,Producto 3,lager,1,Bottle,$12.45 
4/7/2023,Producto 9,Main,12,Bottle,"$15,134.25 "
4/7/2023,Producto 1,Light,12,Can,$17.99 
4/7/2023,Producto 10,lager,12,Bottle,"$1,913.73 "
4/7/2023,Producto 14,lager,6,Bottle,"$5,593.46 "
4/7/2023,Producto 18,Variety,6,Bottle,$25.48 
4/7/2023,Producto 17,Variety,12,Can,"$2,340.53 "
4/7/2023,Producto 5,Variety,12,Bottle,"$7,760.59 "
4/7/2023,Producto 24,Ale,24,Can,"$5,917.04 "
4/7/2023,Producto 6,Ale,6,Bottle,"$9,767.65 "
4/7/2023,Producto 4,IPA,18,Can,"$2,840.65 "
4/7/2023,Producto 7,Main,12,Can,"$9,733.01 "
5/7/2023,Producto 14,lager,6,Bottle,$9.99 
7/7/2023,Producto 3,lager,1,Bottle,$12.45 
7/7/2023,Producto 6,Ale,6,Bottle,"$4,132.22 "
7/7/2023,Producto 10,lager,12,Bottle,$715.59 
7/7/2023,Producto 24,Ale,24,Can,"$2,399.80 "
7/7/2023,Producto 5,Variety,12,Bottle,"$2,612.50 "
7/7/2023,Producto 9,Main,12,Bottle,"$6,895.36 "
7/7/2023,Producto 17,Variety,12,Can,"$1,170.33 "
7/7/2023,Producto 14,lager,6,Bottle,"$2,827.36 "
7/7/2023,Producto 7,Main,12,Can,"$5,344.99 "
7/7/2023,Producto 23,Light,6,Can,"$1,448.53 "
7/7/2023,Producto 18,Variety,6,Bottle,$43.96 
7/7/2023,Producto 4,IPA,18,Can,"$1,625.24 "
7/7/2023,Producto 1,Light,12,Can,$17.99 
8/7/2023,Producto 9,Main,12,Bottle,"$8,854.72 "
8/7/2023,Producto 7,Main,12,Can,"$6,331.42 "
8/7/2023,Producto 18,Variety,6,Bottle,$21.98 
8/7/2023,Producto 4,IPA,18,Can,"$1,666.22 "
8/7/2023,Producto 3,lager,1,Bottle,$12.45 
8/7/2023,Producto 1,Light,12,Can,$53.97 
8/7/2023,Producto 17,Variety,12,Can,"$1,497.14 "
8/7/2023,Producto 6,Ale,6,Bottle,"$5,728.37 "
8/7/2023,Producto 24,Ale,24,Can,"$3,264.37 "
8/7/2023,Producto 10,lager,12,Bottle,$740.58 
8/7/2023,Producto 23,Light,6,Can,"$1,722.77 "
8/7/2023,Producto 14,lager,6,Bottle,"$2,638.57 "
8/7/2023,Producto 5,Variety,12,Bottle,"$4,264.55 "
9/7/2023,Producto 3,lager,1,Bottle,$7.47 
9/7/2023,Producto 5,Variety,12,Bottle,"$2,595.00 "
9/7/2023,Producto 7,Main,12,Can,"$4,022.50 "
9/7/2023,Producto 9,Main,12,Bottle,"$6,272.30 "
9/7/2023,Producto 6,Ale,6,Bottle,"$3,831.09 "
9/7/2023,Producto 4,IPA,18,Can,"$1,068.50 "
9/7/2023,Producto 24,Ale,24,Can,"$1,959.02 "
9/7/2023,Producto 23,Light,6,Can,"$1,285.07 "
9/7/2023,Producto 10,lager,12,Bottle,$438.75 
9/7/2023,Producto 14,lager,6,Bottle,"$2,394.71 "
9/7/2023,Producto 17,Variety,12,Can,"$1,103.37 "
9/7/2023,Producto 1,Light,12,Can,$35.98 
11/7/2023,Producto 9,Main,12,Bottle,"$3,972.59 "
11/7/2023,Producto 7,Main,12,Can,"$2,619.02 "
11/7/2023,Producto 10,lager,12,Bottle,$408.77 
11/7/2023,Producto 6,Ale,6,Bottle,"$2,427.19 "
11/7/2023,Producto 18,Variety,6,Bottle,$10.99 
11/7/2023,Producto 1,Light,12,Can,$17.99 
11/7/2023,Producto 4,IPA,18,Can,"$1,050.51 "
11/7/2023,Producto 14,lager,6,Bottle,"$1,436.93 "
11/7/2023,Producto 17,Variety,12,Can,$598.66 
11/7/2023,Producto 12,IPA,6,Bottle,$3.50 
11/7/2023,Producto 23,Light,6,Can,$844.99 
11/7/2023,Producto 24,Ale,24,Can,"$1,805.10 "
11/7/2023,Producto 5,Variety,12,Bottle,"$1,614.07 "
12/7/2023,Producto 7,Main,12,Can,"$2,846.33 "
12/7/2023,Producto 6,Ale,6,Bottle,"$2,682.57 "
12/7/2023,Producto 3,lager,1,Bottle,$2.49 
12/7/2023,Producto 23,Light,6,Can,$754.24 
12/7/2023,Producto 14,lager,6,Bottle,"$1,959.73 "
12/7/2023,Producto 4,IPA,18,Can,"$1,224.43 "
12/7/2023,Producto 9,Main,12,Bottle,"$4,339.35 "
12/7/2023,Producto 5,Variety,12,Bottle,"$2,367.44 "
12/7/2023,Producto 24,Ale,24,Can,"$2,018.99 "
12/7/2023,Producto 10,lager,12,Bottle,$733.48 
12/7/2023,Producto 17,Variety,12,Can,$962.39 
13/07/2023,Producto 9,Main,12,Bottle,"$5,073.95 "
13/07/2023,Producto 5,Variety,12,Bottle,"$3,207.88 "
13/07/2023,Producto 6,Ale,6,Bottle,"$3,019.42 "
13/07/2023,Producto 10,lager,12,Bottle,$979.32 
13/07/2023,Producto 12,IPA,6,Bottle,$1.75 
13/07/2023,Producto 24,Ale,24,Can,"$2,693.65 "
13/07/2023,Producto 23,Light,6,Can,"$1,271.41 "
13/07/2023,Producto 14,lager,6,Bottle,"$1,987.72 "
13/07/2023,Producto 17,Variety,12,Can,"$1,021.35 "
13/07/2023,Producto 4,IPA,18,Can,"$1,187.45 "
13/07/2023,Producto 7,Main,12,Can,"$3,728.77 "
14/07/2023,Producto 1,Light,12,Can,$31.98 
14/07/2023,Producto 14,lager,6,Bottle,"$3,166.16 "
14/07/2023,Producto 9,Main,12,Bottle,"$10,503.62 "
14/07/2023,Producto 17,Variety,12,Can,"$1,485.07 "
14/07/2023,Producto 6,Ale,6,Bottle,"$5,111.46 "
14/07/2023,Producto 5,Variety,12,Bottle,"$4,783.90 "
14/07/2023,Producto 23,Light,6,Can,"$1,825.28 "
14/07/2023,Producto 4,IPA,18,Can,"$2,114.01 "
14/07/2023,Producto 10,lager,12,Bottle,"$1,233.14 "
14/07/2023,Producto 7,Main,12,Can,"$6,840.49 "
14/07/2023,Producto 18,Variety,6,Bottle,$10.99 
14/07/2023,Producto 24,Ale,24,Can,"$2,784.61 "
15/07/2023,Producto 24,Ale,24,Can,"$3,844.08 "
15/07/2023,Producto 18,Variety,6,Bottle,$10.99 
15/07/2023,Producto 4,IPA,18,Can,"$1,899.11 "
15/07/2023,Producto 1,Light,12,Can,$31.98 
15/07/2023,Producto 7,Main,12,Can,"$7,868.86 "
15/07/2023,Producto 14,lager,6,Bottle,"$3,591.90 "
15/07/2023,Producto 10,lager,12,Bottle,"$1,316.10 "
15/07/2023,Producto 5,Variety,12,Bottle,"$4,944.77 "
15/07/2023,Producto 9,Main,12,Bottle,"$11,523.04 "
15/07/2023,Producto 23,Light,6,Can,"$1,950.38 "
15/07/2023,Producto 17,Variety,12,Can,"$1,618.97 "
15/07/2023,Producto 6,Ale,6,Bottle,"$5,887.95 "
16/07/2023,Producto 18,Variety,6,Bottle,$12.74 
16/07/2023,Producto 10,lager,12,Bottle,$897.38 
16/07/2023,Producto 7,Main,12,Can,"$4,944.07 "
16/07/2023,Producto 9,Main,12,Bottle,"$7,116.70 "
16/07/2023,Producto 17,Variety,12,Can,$895.44 
16/07/2023,Producto 4,IPA,18,Can,"$1,263.41 "
16/07/2023,Producto 6,Ale,6,Bottle,"$4,512.95 "
16/07/2023,Producto 1,Light,12,Can,$70.95 
16/07/2023,Producto 14,lager,6,Bottle,"$2,242.51 "
16/07/2023,Producto 24,Ale,24,Can,"$2,878.56 "
16/07/2023,Producto 23,Light,6,Can,"$1,232.26 "
16/07/2023,Producto 5,Variety,12,Bottle,"$3,599.66 "
17/07/2023,Producto 7,Main,12,Can,"$2,713.38 "
17/07/2023,Producto 10,lager,12,Bottle,$610.57 
17/07/2023,Producto 24,Ale,24,Can,"$1,639.18 "
17/07/2023,Producto 9,Main,12,Bottle,"$4,165.97 "
17/07/2023,Producto 5,Variety,12,Bottle,"$1,959.73 "
17/07/2023,Producto 6,Ale,6,Bottle,"$2,368.08 "
17/07/2023,Producto 17,Variety,12,Can,$414.74 
17/07/2023,Producto 23,Light,6,Can,$939.68 
17/07/2023,Producto 14,lager,6,Bottle,"$1,753.92 "
17/07/2023,Producto 1,Light,12,Can,$15.99 
17/07/2023,Producto 4,IPA,18,Can,$789.63 
18/07/2023,Producto 4,IPA,18,Can,"$1,052.51 "
18/07/2023,Producto 24,Ale,24,Can,"$1,819.09 "
18/07/2023,Producto 7,Main,12,Can,"$3,051.20 "
18/07/2023,Producto 9,Main,12,Bottle,"$4,212.38 "
18/07/2023,Producto 23,Light,6,Can,$774.92 
18/07/2023,Producto 6,Ale,6,Bottle,"$2,341.39 "
18/07/2023,Producto 14,lager,6,Bottle,"$1,548.54 "
18/07/2023,Producto 1,Light,12,Can,$28.98 
18/07/2023,Producto 17,Variety,12,Can,$498.67 
18/07/2023,Producto 10,lager,12,Bottle,$680.50 
18/07/2023,Producto 5,Variety,12,Bottle,"$2,398.42 "
19/07/2023,Producto 5,Variety,12,Bottle,"$1,511.62 "
19/07/2023,Producto 9,Main,12,Bottle,"$4,450.40 "
19/07/2023,Producto 14,lager,6,Bottle,"$2,012.36 "
19/07/2023,Producto 18,Variety,6,Bottle,$10.99 
19/07/2023,Producto 17,Variety,12,Can,$480.72 
19/07/2023,Producto 4,IPA,18,Can,"$1,104.48 "
19/07/2023,Producto 10,lager,12,Bottle,$276.84 
19/07/2023,Producto 7,Main,12,Can,"$2,797.91 "
19/07/2023,Producto 23,Light,6,Can,$866.42 
19/07/2023,Producto 6,Ale,6,Bottle,"$2,552.67 "
19/07/2023,Producto 24,Ale,24,Can,"$2,124.94 "
20/07/2023,Producto 23,Light,6,Can,"$1,161.18 "
20/07/2023,Producto 7,Main,12,Can,"$3,426.06 "
20/07/2023,Producto 9,Main,12,Bottle,"$5,116.99 "
20/07/2023,Producto 17,Variety,12,Can,$676.61 
20/07/2023,Producto 4,IPA,18,Can,"$1,601.25 "
20/07/2023,Producto 14,lager,6,Bottle,"$1,934.22 "
20/07/2023,Producto 24,Ale,24,Can,"$2,233.88 "
20/07/2023,Producto 6,Ale,6,Bottle,"$3,167.76 "
20/07/2023,Producto 10,lager,12,Bottle,$572.67 
20/07/2023,Producto 5,Variety,12,Bottle,"$2,026.83 "
20/07/2023,Producto 18,Variety,6,Bottle,$10.99 
21/07/2023,Producto 5,Variety,12,Bottle,"$3,552.44 "
21/07/2023,Producto 14,lager,6,Bottle,"$2,751.82 "
21/07/2023,Producto 10,lager,12,Bottle,$792.55 
21/07/2023,Producto 24,Ale,24,Can,"$3,403.30 "
21/07/2023,Producto 23,Light,6,Can,"$1,519.95 "
21/07/2023,Producto 4,IPA,18,Can,"$2,068.03 "
21/07/2023,Producto 17,Variety,12,Can,$933.47 
21/07/2023,Producto 6,Ale,6,Bottle,"$5,318.88 "
21/07/2023,Producto 7,Main,12,Can,"$6,103.54 "
21/07/2023,Producto 1,Light,12,Can,$17.99 
21/07/2023,Producto 9,Main,12,Bottle,"$9,579.39 "
22/07/2023,Producto 4,IPA,18,Can,"$2,026.05 "
22/07/2023,Producto 1,Light,12,Can,$17.99 
22/07/2023,Producto 6,Ale,6,Bottle,"$6,254.75 "
22/07/2023,Producto 14,lager,6,Bottle,"$3,351.10 "
22/07/2023,Producto 17,Variety,12,Can,"$1,036.41 "
22/07/2023,Producto 23,Light,6,Can,"$1,529.34 "
22/07/2023,Producto 7,Main,12,Can,"$7,408.33 "
22/07/2023,Producto 24,Ale,24,Can,"$3,718.14 "
22/07/2023,Producto 10,lager,12,Bottle,$629.64 
22/07/2023,Producto 9,Main,12,Bottle,"$9,772.27 "
22/07/2023,Producto 5,Variety,12,Bottle,"$3,592.93 "
23/07/2023,Producto 23,Light,6,Can,"$1,307.43 "
23/07/2023,Producto 7,Main,12,Can,"$4,316.58 "
23/07/2023,Producto 17,Variety,12,Can,$746.57 
23/07/2023,Producto 10,lager,12,Bottle,$459.74 
23/07/2023,Producto 4,IPA,18,Can,"$1,182.45 "
23/07/2023,Producto 6,Ale,6,Bottle,"$4,491.38 "
23/07/2023,Producto 14,lager,6,Bottle,"$2,293.22 "
23/07/2023,Producto 9,Main,12,Bottle,"$6,208.37 "
23/07/2023,Producto 24,Ale,24,Can,"$2,664.67 "
23/07/2023,Producto 5,Variety,12,Bottle,"$2,450.58 "
24/07/2023,Producto 18,Variety,6,Bottle,$10.99 
24/07/2023,Producto 14,lager,6,Bottle,"$1,483.85 "
24/07/2023,Producto 24,Ale,24,Can,"$1,319.34 "
24/07/2023,Producto 10,lager,12,Bottle,$318.82 
24/07/2023,Producto 6,Ale,6,Bottle,"$2,419.40 "
24/07/2023,Producto 5,Variety,12,Bottle,"$1,158.83 "
24/07/2023,Producto 23,Light,6,Can,$829.35 
24/07/2023,Producto 7,Main,12,Can,"$2,449.13 "
24/07/2023,Producto 4,IPA,18,Can,$859.60 
24/07/2023,Producto 17,Variety,12,Can,$736.57 
24/07/2023,Producto 9,Main,12,Bottle,"$3,777.77 "
25/07/2023,Producto 24,Ale,24,Can,"$1,719.14 "
25/07/2023,Producto 5,Variety,12,Bottle,"$1,225.29 "
25/07/2023,Producto 23,Light,6,Can,$743.40 
25/07/2023,Producto 18,Variety,6,Bottle,$10.99 
25/07/2023,Producto 17,Variety,12,Can,$209.88 
25/07/2023,Producto 6,Ale,6,Bottle,"$2,415.99 "
25/07/2023,Producto 4,IPA,18,Can,$916.57 
25/07/2023,Producto 10,lager,12,Bottle,$351.80 
25/07/2023,Producto 14,lager,6,Bottle,"$1,235.10 "
25/07/2023,Producto 7,Main,12,Can,"$2,829.89 "
25/07/2023,Producto 9,Main,12,Bottle,"$3,855.93 "
26/07/2023,Producto 14,lager,6,Bottle,"$1,552.69 "
26/07/2023,Producto 23,Light,6,Can,$932.04 
26/07/2023,Producto 24,Ale,24,Can,"$1,759.12 "
26/07/2023,Producto 7,Main,12,Can,"$3,086.70 "
26/07/2023,Producto 4,IPA,18,Can,"$1,178.40 "
26/07/2023,Producto 5,Variety,12,Bottle,"$1,817.88 "
26/07/2023,Producto 10,lager,12,Bottle,$503.67 
26/07/2023,Producto 18,Variety,6,Bottle,$20.98 
26/07/2023,Producto 9,Main,12,Bottle,"$4,155.50 "
26/07/2023,Producto 6,Ale,6,Bottle,"$2,688.95 "
26/07/2023,Producto 17,Variety,12,Can,$443.72 
27/07/2023,Producto 5,Variety,12,Bottle,"$2,031.24 "
27/07/2023,Producto 17,Variety,12,Can,$547.66 
27/07/2023,Producto 10,lager,12,Bottle,$531.65 
27/07/2023,Producto 24,Ale,24,Can,"$2,458.77 "
27/07/2023,Producto 9,Main,12,Bottle,"$4,797.11 "
27/07/2023,Producto 4,IPA,18,Can,"$1,497.24 "
27/07/2023,Producto 23,Light,6,Can,"$1,066.13 "
27/07/2023,Producto 7,Main,12,Can,"$3,965.70 "
27/07/2023,Producto 6,Ale,6,Bottle,"$3,051.01 "
27/07/2023,Producto 14,lager,6,Bottle,"$2,027.16 "
27/07/2023,Producto 18,Variety,6,Bottle,$10.99 
28/07/2023,Producto 10,lager,12,Bottle,$788.48 
28/07/2023,Producto 24,Ale,24,Can,"$2,638.68 "
28/07/2023,Producto 14,lager,6,Bottle,"$2,837.86 "
28/07/2023,Producto 18,Variety,6,Bottle,$9.99 
28/07/2023,Producto 23,Light,6,Can,"$1,677.32 "
28/07/2023,Producto 5,Variety,12,Bottle,"$3,385.90 "
28/07/2023,Producto 17,Variety,12,Can,$595.63 
28/07/2023,Producto 7,Main,12,Can,"$6,487.23 "
28/07/2023,Producto 9,Main,12,Bottle,"$8,411.98 "
28/07/2023,Producto 1,Light,12,Can,$14.99 
28/07/2023,Producto 6,Ale,6,Bottle,"$4,905.07 "
28/07/2023,Producto 4,IPA,18,Can,"$2,117.91 "
29/07/2023,Producto 23,Light,6,Can,"$1,519.26 "
29/07/2023,Producto 14,lager,6,Bottle,"$3,273.90 "
29/07/2023,Producto 4,IPA,18,Can,"$1,957.99 "
29/07/2023,Producto 6,Ale,6,Bottle,"$5,686.28 "
29/07/2023,Producto 18,Variety,6,Bottle,$10.99 
29/07/2023,Producto 9,Main,12,Bottle,"$9,607.22 "
29/07/2023,Producto 7,Main,12,Can,"$7,399.14 "
29/07/2023,Producto 17,Variety,12,Can,$758.51 
29/07/2023,Producto 24,Ale,24,Can,"$4,177.91 "
29/07/2023,Producto 10,lager,12,Bottle,$832.45 
29/07/2023,Producto 5,Variety,12,Bottle,"$4,196.87 "
30/07/2023,Producto 6,Ale,6,Bottle,"$4,179.54 "
30/07/2023,Producto 1,Light,12,Can,$14.99 
30/07/2023,Producto 7,Main,12,Can,"$4,637.82 "
30/07/2023,Producto 24,Ale,24,Can,"$2,478.76 "
30/07/2023,Producto 5,Variety,12,Bottle,"$2,510.42 "
30/07/2023,Producto 14,lager,6,Bottle,"$2,834.40 "
30/07/2023,Producto 4,IPA,18,Can,"$1,190.39 "
30/07/2023,Producto 23,Light,6,Can,"$1,281.86 "
30/07/2023,Producto 17,Variety,12,Can,$459.70 
30/07/2023,Producto 10,lager,12,Bottle,$519.66 
30/07/2023,Producto 9,Main,12,Bottle,"$5,646.61 "
31/07/2023,Producto 6,Ale,6,Bottle,"$2,368.32 "
31/07/2023,Producto 23,Light,6,Can,$816.35 
31/07/2023,Producto 1,Light,12,Can,$14.99 
31/07/2023,Producto 10,lager,12,Bottle,$393.74 
31/07/2023,Producto 24,Ale,24,Can,"$1,519.25 "
31/07/2023,Producto 17,Variety,12,Can,$200.87 
31/07/2023,Producto 4,IPA,18,Can,"$1,038.47 "
31/07/2023,Producto 14,lager,6,Bottle,"$1,656.36 "
31/07/2023,Producto 5,Variety,12,Bottle,"$1,053.34 "
31/07/2023,Producto 7,Main,12,Can,"$2,860.84 "
31/07/2023,Producto 9,Main,12,Bottle,"$3,614.80 "
1/8/2023,Producto 9,Main,12,Bottle,"$3,865.67 "
1/8/2023,Producto 4,IPA,18,Can,"$1,338.30 "
1/8/2023,Producto 5,Variety,12,Bottle,"$1,583.01 "
1/8/2023,Producto 6,Ale,6,Bottle,"$2,798.89 "
1/8/2023,Producto 7,Main,12,Can,"$2,677.43 "
1/8/2023,Producto 23,Light,6,Can,$860.82 
1/8/2023,Producto 14,lager,6,Bottle,"$1,599.14 "
1/8/2023,Producto 24,Ale,24,Can,"$1,759.12 "
1/8/2023,Producto 17,Variety,12,Can,$241.84 
1/8/2023,Producto 10,lager,12,Bottle,$483.68 
2/8/2023,Producto 7,Main,12,Can,"$3,026.26 "
2/8/2023,Producto 24,Ale,24,Can,"$1,899.05 "
2/8/2023,Producto 9,Main,12,Bottle,"$4,066.57 "
2/8/2023,Producto 10,lager,12,Bottle,$639.56 
2/8/2023,Producto 14,lager,6,Bottle,"$1,725.15 "
2/8/2023,Producto 4,IPA,18,Can,"$1,278.40 "
2/8/2023,Producto 6,Ale,6,Bottle,"$2,667.64 "
2/8/2023,Producto 5,Variety,12,Bottle,"$2,243.06 "
2/8/2023,Producto 23,Light,6,Can,"$1,049.92 "
2/8/2023,Producto 18,Variety,6,Bottle,$21.98 
2/8/2023,Producto 17,Variety,12,Can,$222.86 
3/8/2023,Producto 5,Variety,12,Bottle,"$2,547.36 "
3/8/2023,Producto 17,Variety,12,Can,$624.62 
3/8/2023,Producto 9,Main,12,Bottle,"$5,423.72 "
3/8/2023,Producto 6,Ale,6,Bottle,"$3,388.13 "
